posting_id,posting_date,date_key,account_code,account_name,account_type,entry_type,amount,currency,reference
4813,"2024-02-29",20240229,"COGS-100","Direct Material Costs","COGS","Debit",2016.88,"GBP","GL-2025-004813"
4814,"2024-07-15",20240715,"OPEX-300","Marketing & Advertising","Expense","Debit",3828.11,"GBP","GL-2025-004814"
4815,"2025-04-04",20250404,"OPEX-300","Marketing & Advertising","Expense","Debit",2574.69,"GBP","GL-2025-004815"
4816,"2025-06-21",20250621,"COGS-100","Direct Material Costs","COGS","Debit",2186.82,"GBP","GL-2025-004816"
4817,"2024-04-16",20240416,"REV-200","Services Revenue","Revenue","Credit",359.44,"GBP","GL-2025-004817"
4818,"2025-10-06",20251006,"TAX-100","Corporate & VAT Tax","Tax","Debit",5090.28,"GBP","GL-2025-004818"
4819,"2024-04-05",20240405,"REV-200","Services Revenue","Revenue","Credit",2688.12,"GBP","GL-2025-004819"
4820,"2024-04-01",20240401,"OPEX-100","Salaries & Payroll","Expense","Debit",1853.52,"GBP","GL-2025-004820"
4821,"2025-10-09",20251009,"REV-100","Operating Revenue","Revenue","Credit",1511.44,"GBP","GL-2025-004821"
4822,"2025-03-13",20250313,"COGS-200","Third-Party Infrastructure","COGS","Debit",4027.98,"GBP","GL-2025-004822"
4823,"2025-01-25",20250125,"TAX-100","Corporate & VAT Tax","Tax","Debit",1439.01,"GBP","GL-2025-004823"
4824,"2025-04-10",20250410,"REV-100","Operating Revenue","Revenue","Credit",3653.84,"GBP","GL-2025-004824"
4825,"2025-09-18",20250918,"REV-200","Services Revenue","Revenue","Credit",4123.31,"GBP","GL-2025-004825"
4826,"2024-05-05",20240505,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4508.16,"GBP","GL-2025-004826"
4827,"2026-05-25",20260525,"TAX-100","Corporate & VAT Tax","Tax","Debit",2958.75,"GBP","GL-2025-004827"
4828,"2024-04-13",20240413,"OPEX-100","Salaries & Payroll","Expense","Debit",2381.88,"GBP","GL-2025-004828"
4829,"2024-01-08",20240108,"REV-100","Operating Revenue","Revenue","Credit",4741.02,"GBP","GL-2025-004829"
4830,"2024-02-12",20240212,"REV-100","Operating Revenue","Revenue","Credit",4017.2,"GBP","GL-2025-004830"
4831,"2026-04-02",20260402,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3921.06,"GBP","GL-2025-004831"
4832,"2024-02-04",20240204,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4778.76,"GBP","GL-2025-004832"
4833,"2024-09-14",20240914,"TAX-100","Corporate & VAT Tax","Tax","Debit",3602.65,"GBP","GL-2025-004833"
4834,"2024-10-24",20241024,"COGS-100","Direct Material Costs","COGS","Debit",2114.37,"GBP","GL-2025-004834"
4835,"2025-08-18",20250818,"OPEX-100","Salaries & Payroll","Expense","Debit",4926.96,"GBP","GL-2025-004835"
4836,"2025-12-31",20251231,"COGS-200","Third-Party Infrastructure","COGS","Debit",2812.37,"GBP","GL-2025-004836"
4837,"2024-06-26",20240626,"OPEX-100","Salaries & Payroll","Expense","Debit",2677.7,"GBP","GL-2025-004837"
4838,"2026-06-07",20260607,"TAX-100","Corporate & VAT Tax","Tax","Debit",3957.35,"GBP","GL-2025-004838"
4839,"2026-01-18",20260118,"COGS-100","Direct Material Costs","COGS","Debit",3947.61,"GBP","GL-2025-004839"
4840,"2025-10-06",20251006,"OPEX-200","Office Lease & Utilities","Expense","Debit",388.18,"GBP","GL-2025-004840"
4841,"2026-02-18",20260218,"REV-200","Services Revenue","Revenue","Credit",907.29,"GBP","GL-2025-004841"
4842,"2024-06-21",20240621,"COGS-100","Direct Material Costs","COGS","Debit",3552.67,"GBP","GL-2025-004842"
4843,"2025-02-01",20250201,"REV-100","Operating Revenue","Revenue","Credit",2949.28,"GBP","GL-2025-004843"
4844,"2024-11-30",20241130,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4081.44,"GBP","GL-2025-004844"
4845,"2025-11-08",20251108,"COGS-200","Third-Party Infrastructure","COGS","Debit",1841.5,"GBP","GL-2025-004845"
4846,"2025-06-09",20250609,"COGS-100","Direct Material Costs","COGS","Debit",3983.48,"GBP","GL-2025-004846"
4847,"2025-03-04",20250304,"TAX-100","Corporate & VAT Tax","Tax","Debit",3511.79,"GBP","GL-2025-004847"
4848,"2024-08-13",20240813,"COGS-100","Direct Material Costs","COGS","Debit",1117.29,"GBP","GL-2025-004848"
4849,"2024-08-31",20240831,"TAX-100","Corporate & VAT Tax","Tax","Debit",1788.13,"GBP","GL-2025-004849"
4850,"2025-06-11",20250611,"COGS-200","Third-Party Infrastructure","COGS","Debit",2142.89,"GBP","GL-2025-004850"
4851,"2024-05-04",20240504,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4491.47,"GBP","GL-2025-004851"
4852,"2024-06-01",20240601,"COGS-100","Direct Material Costs","COGS","Debit",4113.6,"GBP","GL-2025-004852"
4853,"2025-10-29",20251029,"TAX-100","Corporate & VAT Tax","Tax","Debit",5014.17,"GBP","GL-2025-004853"
4854,"2024-07-12",20240712,"TAX-100","Corporate & VAT Tax","Tax","Debit",4600.29,"GBP","GL-2025-004854"
4855,"2025-05-27",20250527,"OPEX-300","Marketing & Advertising","Expense","Debit",1076.17,"GBP","GL-2025-004855"
4856,"2024-12-11",20241211,"TAX-100","Corporate & VAT Tax","Tax","Debit",3866.43,"GBP","GL-2025-004856"
4857,"2025-11-16",20251116,"COGS-100","Direct Material Costs","COGS","Debit",3689.01,"GBP","GL-2025-004857"
4858,"2024-05-24",20240524,"TAX-100","Corporate & VAT Tax","Tax","Debit",2547.61,"GBP","GL-2025-004858"
4859,"2024-09-27",20240927,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4408.67,"GBP","GL-2025-004859"
4860,"2025-05-30",20250530,"OPEX-300","Marketing & Advertising","Expense","Debit",2610.05,"GBP","GL-2025-004860"
4861,"2025-01-09",20250109,"REV-200","Services Revenue","Revenue","Credit",770.57,"GBP","GL-2025-004861"
4862,"2026-01-17",20260117,"COGS-100","Direct Material Costs","COGS","Debit",1230.48,"GBP","GL-2025-004862"
4863,"2026-06-19",20260619,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3055.07,"GBP","GL-2025-004863"
4864,"2026-03-13",20260313,"TAX-100","Corporate & VAT Tax","Tax","Debit",3132.83,"GBP","GL-2025-004864"
4865,"2025-02-27",20250227,"REV-100","Operating Revenue","Revenue","Credit",1843.12,"GBP","GL-2025-004865"
4866,"2025-10-08",20251008,"REV-200","Services Revenue","Revenue","Credit",4256.59,"GBP","GL-2025-004866"
4867,"2025-12-30",20251230,"OPEX-300","Marketing & Advertising","Expense","Debit",4132.12,"GBP","GL-2025-004867"
4868,"2026-04-06",20260406,"COGS-100","Direct Material Costs","COGS","Debit",5083.1,"GBP","GL-2025-004868"
4869,"2024-06-06",20240606,"REV-100","Operating Revenue","Revenue","Credit",307.83,"GBP","GL-2025-004869"
4870,"2024-02-15",20240215,"OPEX-300","Marketing & Advertising","Expense","Debit",2369.57,"GBP","GL-2025-004870"
4871,"2025-12-29",20251229,"REV-100","Operating Revenue","Revenue","Credit",2081.47,"GBP","GL-2025-004871"
4872,"2026-05-27",20260527,"OPEX-100","Salaries & Payroll","Expense","Debit",3922.08,"GBP","GL-2025-004872"
4873,"2025-02-02",20250202,"COGS-100","Direct Material Costs","COGS","Debit",2070.22,"GBP","GL-2025-004873"
4874,"2024-06-29",20240629,"REV-200","Services Revenue","Revenue","Credit",1168.58,"GBP","GL-2025-004874"
4875,"2025-11-17",20251117,"OPEX-200","Office Lease & Utilities","Expense","Debit",2534.76,"GBP","GL-2025-004875"
4876,"2024-05-24",20240524,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4589.83,"GBP","GL-2025-004876"
4877,"2024-09-29",20240929,"OPEX-100","Salaries & Payroll","Expense","Debit",4378.65,"GBP","GL-2025-004877"
4878,"2026-05-21",20260521,"COGS-100","Direct Material Costs","COGS","Debit",5064.8,"GBP","GL-2025-004878"
4879,"2024-02-19",20240219,"REV-200","Services Revenue","Revenue","Credit",1677.56,"GBP","GL-2025-004879"
4880,"2026-05-07",20260507,"COGS-200","Third-Party Infrastructure","COGS","Debit",2993.13,"GBP","GL-2025-004880"
4881,"2025-09-25",20250925,"COGS-200","Third-Party Infrastructure","COGS","Debit",2865.1,"GBP","GL-2025-004881"
4882,"2024-03-17",20240317,"REV-200","Services Revenue","Revenue","Credit",2255.55,"GBP","GL-2025-004882"
4883,"2024-05-11",20240511,"OPEX-300","Marketing & Advertising","Expense","Debit",1593.16,"GBP","GL-2025-004883"
4884,"2025-11-22",20251122,"OPEX-200","Office Lease & Utilities","Expense","Debit",3013.23,"GBP","GL-2025-004884"
4885,"2024-12-04",20241204,"COGS-200","Third-Party Infrastructure","COGS","Debit",3473.06,"GBP","GL-2025-004885"
4886,"2025-08-08",20250808,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2779.07,"GBP","GL-2025-004886"
4887,"2024-03-18",20240318,"REV-100","Operating Revenue","Revenue","Credit",539.59,"GBP","GL-2025-004887"
4888,"2024-01-24",20240124,"TAX-100","Corporate & VAT Tax","Tax","Debit",2156.6,"GBP","GL-2025-004888"
4889,"2024-04-14",20240414,"OPEX-100","Salaries & Payroll","Expense","Debit",4586.2,"GBP","GL-2025-004889"
4890,"2024-12-02",20241202,"COGS-100","Direct Material Costs","COGS","Debit",710.36,"GBP","GL-2025-004890"
4891,"2024-03-03",20240303,"COGS-200","Third-Party Infrastructure","COGS","Debit",1248.29,"GBP","GL-2025-004891"
4892,"2025-03-23",20250323,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4660.65,"GBP","GL-2025-004892"
4893,"2025-04-02",20250402,"TAX-100","Corporate & VAT Tax","Tax","Debit",4062.58,"GBP","GL-2025-004893"
4894,"2025-06-04",20250604,"OPEX-300","Marketing & Advertising","Expense","Debit",1739.17,"GBP","GL-2025-004894"
4895,"2025-01-30",20250130,"OPEX-200","Office Lease & Utilities","Expense","Debit",2246.29,"GBP","GL-2025-004895"
4896,"2024-02-08",20240208,"REV-200","Services Revenue","Revenue","Credit",3600.35,"GBP","GL-2025-004896"
4897,"2025-09-28",20250928,"REV-100","Operating Revenue","Revenue","Credit",1348.61,"GBP","GL-2025-004897"
4898,"2025-09-04",20250904,"REV-200","Services Revenue","Revenue","Credit",4006.91,"GBP","GL-2025-004898"
4899,"2024-10-07",20241007,"OPEX-200","Office Lease & Utilities","Expense","Debit",4645.29,"GBP","GL-2025-004899"
4900,"2026-02-28",20260228,"COGS-200","Third-Party Infrastructure","COGS","Debit",4115.99,"GBP","GL-2025-004900"
4901,"2024-07-19",20240719,"COGS-200","Third-Party Infrastructure","COGS","Debit",2610.38,"GBP","GL-2025-004901"
4902,"2024-12-05",20241205,"REV-200","Services Revenue","Revenue","Credit",5040.91,"GBP","GL-2025-004902"
4903,"2025-04-06",20250406,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3001.33,"GBP","GL-2025-004903"
4904,"2026-01-13",20260113,"REV-200","Services Revenue","Revenue","Credit",3305.39,"GBP","GL-2025-004904"
4905,"2025-08-08",20250808,"COGS-100","Direct Material Costs","COGS","Debit",4506.13,"GBP","GL-2025-004905"
4906,"2025-12-18",20251218,"COGS-100","Direct Material Costs","COGS","Debit",1987.19,"GBP","GL-2025-004906"
4907,"2024-03-25",20240325,"REV-200","Services Revenue","Revenue","Credit",118.57,"GBP","GL-2025-004907"
4908,"2025-06-30",20250630,"COGS-100","Direct Material Costs","COGS","Debit",2442.74,"GBP","GL-2025-004908"
4909,"2026-04-03",20260403,"OPEX-300","Marketing & Advertising","Expense","Debit",4794.91,"GBP","GL-2025-004909"
4910,"2025-10-25",20251025,"REV-100","Operating Revenue","Revenue","Credit",4295.82,"GBP","GL-2025-004910"
4911,"2026-06-26",20260626,"COGS-100","Direct Material Costs","COGS","Debit",1458.31,"GBP","GL-2025-004911"
4912,"2024-09-14",20240914,"TAX-100","Corporate & VAT Tax","Tax","Debit",4293.6,"GBP","GL-2025-004912"
4913,"2025-10-22",20251022,"TAX-100","Corporate & VAT Tax","Tax","Debit",2684.95,"GBP","GL-2025-004913"
4914,"2024-11-13",20241113,"TAX-100","Corporate & VAT Tax","Tax","Debit",590.41,"GBP","GL-2025-004914"
4915,"2024-10-16",20241016,"OPEX-100","Salaries & Payroll","Expense","Debit",1206.75,"GBP","GL-2025-004915"
4916,"2025-05-25",20250525,"COGS-100","Direct Material Costs","COGS","Debit",4408.84,"GBP","GL-2025-004916"
4917,"2025-07-09",20250709,"REV-100","Operating Revenue","Revenue","Credit",4158.64,"GBP","GL-2025-004917"
4918,"2024-01-07",20240107,"OPEX-100","Salaries & Payroll","Expense","Debit",961.65,"GBP","GL-2025-004918"
4919,"2024-05-07",20240507,"REV-200","Services Revenue","Revenue","Credit",4393.03,"GBP","GL-2025-004919"
4920,"2025-07-23",20250723,"REV-100","Operating Revenue","Revenue","Credit",960.68,"GBP","GL-2025-004920"
4921,"2024-09-28",20240928,"TAX-100","Corporate & VAT Tax","Tax","Debit",403.33,"GBP","GL-2025-004921"
4922,"2025-05-25",20250525,"REV-200","Services Revenue","Revenue","Credit",1827.81,"GBP","GL-2025-004922"
4923,"2025-05-15",20250515,"COGS-100","Direct Material Costs","COGS","Debit",4897.08,"GBP","GL-2025-004923"
4924,"2024-09-11",20240911,"TAX-100","Corporate & VAT Tax","Tax","Debit",133.44,"GBP","GL-2025-004924"
4925,"2024-02-22",20240222,"COGS-200","Third-Party Infrastructure","COGS","Debit",3722.4,"GBP","GL-2025-004925"
4926,"2024-01-08",20240108,"REV-100","Operating Revenue","Revenue","Credit",4075.86,"GBP","GL-2025-004926"
4927,"2025-08-09",20250809,"COGS-200","Third-Party Infrastructure","COGS","Debit",4443.23,"GBP","GL-2025-004927"
4928,"2026-04-24",20260424,"OPEX-100","Salaries & Payroll","Expense","Debit",722.56,"GBP","GL-2025-004928"
4929,"2025-10-18",20251018,"COGS-200","Third-Party Infrastructure","COGS","Debit",4516.11,"GBP","GL-2025-004929"
4930,"2025-03-06",20250306,"REV-100","Operating Revenue","Revenue","Credit",4607.02,"GBP","GL-2025-004930"
4931,"2024-11-20",20241120,"OPEX-200","Office Lease & Utilities","Expense","Debit",904.27,"GBP","GL-2025-004931"
4932,"2025-04-29",20250429,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4684.18,"GBP","GL-2025-004932"
4933,"2026-04-11",20260411,"COGS-100","Direct Material Costs","COGS","Debit",4917.53,"GBP","GL-2025-004933"
4934,"2024-03-20",20240320,"COGS-100","Direct Material Costs","COGS","Debit",1576.84,"GBP","GL-2025-004934"
4935,"2025-10-15",20251015,"OPEX-300","Marketing & Advertising","Expense","Debit",729.46,"GBP","GL-2025-004935"
4936,"2026-03-31",20260331,"TAX-100","Corporate & VAT Tax","Tax","Debit",2082.85,"GBP","GL-2025-004936"
4937,"2024-04-15",20240415,"OPEX-100","Salaries & Payroll","Expense","Debit",1249.91,"GBP","GL-2025-004937"
4938,"2025-02-23",20250223,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1521.42,"GBP","GL-2025-004938"
4939,"2024-05-25",20240525,"OPEX-200","Office Lease & Utilities","Expense","Debit",1659.16,"GBP","GL-2025-004939"
4940,"2024-08-27",20240827,"COGS-100","Direct Material Costs","COGS","Debit",943.29,"GBP","GL-2025-004940"
4941,"2026-06-03",20260603,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1113.52,"GBP","GL-2025-004941"
4942,"2025-03-21",20250321,"REV-200","Services Revenue","Revenue","Credit",4679.64,"GBP","GL-2025-004942"
4943,"2024-07-22",20240722,"REV-100","Operating Revenue","Revenue","Credit",4955.21,"GBP","GL-2025-004943"
4944,"2024-09-22",20240922,"TAX-100","Corporate & VAT Tax","Tax","Debit",1117.66,"GBP","GL-2025-004944"
4945,"2025-01-05",20250105,"OPEX-100","Salaries & Payroll","Expense","Debit",676.76,"GBP","GL-2025-004945"
4946,"2024-03-02",20240302,"COGS-200","Third-Party Infrastructure","COGS","Debit",2413.17,"GBP","GL-2025-004946"
4947,"2026-03-30",20260330,"OPEX-300","Marketing & Advertising","Expense","Debit",3709.17,"GBP","GL-2025-004947"
4948,"2024-03-06",20240306,"REV-100","Operating Revenue","Revenue","Credit",1372.5,"GBP","GL-2025-004948"
4949,"2026-06-27",20260627,"REV-100","Operating Revenue","Revenue","Credit",103.73,"GBP","GL-2025-004949"
4950,"2025-06-01",20250601,"OPEX-200","Office Lease & Utilities","Expense","Debit",4296.3,"GBP","GL-2025-004950"
4951,"2025-11-14",20251114,"OPEX-100","Salaries & Payroll","Expense","Debit",4185.57,"GBP","GL-2025-004951"
4952,"2026-05-31",20260531,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",725.02,"GBP","GL-2025-004952"
4953,"2025-03-06",20250306,"REV-200","Services Revenue","Revenue","Credit",1945.16,"GBP","GL-2025-004953"
4954,"2024-04-14",20240414,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4501.11,"GBP","GL-2025-004954"
4955,"2025-08-09",20250809,"COGS-200","Third-Party Infrastructure","COGS","Debit",864.5,"GBP","GL-2025-004955"
4956,"2026-05-20",20260520,"COGS-200","Third-Party Infrastructure","COGS","Debit",5067.24,"GBP","GL-2025-004956"
4957,"2024-03-05",20240305,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1692.93,"GBP","GL-2025-004957"
4958,"2026-05-14",20260514,"OPEX-100","Salaries & Payroll","Expense","Debit",1581.42,"GBP","GL-2025-004958"
4959,"2025-05-19",20250519,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",275.5,"GBP","GL-2025-004959"
4960,"2025-03-22",20250322,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3158.81,"GBP","GL-2025-004960"
4961,"2026-03-23",20260323,"OPEX-300","Marketing & Advertising","Expense","Debit",838.06,"GBP","GL-2025-004961"
4962,"2026-06-27",20260627,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1178.25,"GBP","GL-2025-004962"
4963,"2024-11-29",20241129,"OPEX-300","Marketing & Advertising","Expense","Debit",2579.47,"GBP","GL-2025-004963"
4964,"2024-08-28",20240828,"OPEX-100","Salaries & Payroll","Expense","Debit",5053.82,"GBP","GL-2025-004964"
4965,"2025-10-28",20251028,"COGS-200","Third-Party Infrastructure","COGS","Debit",4604.52,"GBP","GL-2025-004965"
4966,"2024-06-07",20240607,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",4626.06,"GBP","GL-2025-004966"
4967,"2024-01-09",20240109,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",636.95,"GBP","GL-2025-004967"
4968,"2025-06-05",20250605,"OPEX-300","Marketing & Advertising","Expense","Debit",3992.26,"GBP","GL-2025-004968"
4969,"2025-09-07",20250907,"OPEX-300","Marketing & Advertising","Expense","Debit",505.85,"GBP","GL-2025-004969"
4970,"2024-09-12",20240912,"OPEX-300","Marketing & Advertising","Expense","Debit",1787.95,"GBP","GL-2025-004970"
4971,"2024-03-21",20240321,"OPEX-100","Salaries & Payroll","Expense","Debit",2230.97,"GBP","GL-2025-004971"
4972,"2024-05-04",20240504,"REV-100","Operating Revenue","Revenue","Credit",2234.93,"GBP","GL-2025-004972"
4973,"2026-06-16",20260616,"OPEX-200","Office Lease & Utilities","Expense","Debit",4339.28,"GBP","GL-2025-004973"
4974,"2025-06-01",20250601,"OPEX-200","Office Lease & Utilities","Expense","Debit",1111.37,"GBP","GL-2025-004974"
4975,"2025-05-21",20250521,"TAX-100","Corporate & VAT Tax","Tax","Debit",4629.42,"GBP","GL-2025-004975"
4976,"2025-03-02",20250302,"REV-200","Services Revenue","Revenue","Credit",905.61,"GBP","GL-2025-004976"
4977,"2025-11-16",20251116,"REV-100","Operating Revenue","Revenue","Credit",3444.22,"GBP","GL-2025-004977"
4978,"2024-12-26",20241226,"COGS-200","Third-Party Infrastructure","COGS","Debit",3977.57,"GBP","GL-2025-004978"
4979,"2024-10-06",20241006,"TAX-100","Corporate & VAT Tax","Tax","Debit",2333.94,"GBP","GL-2025-004979"
4980,"2024-06-22",20240622,"OPEX-300","Marketing & Advertising","Expense","Debit",4050.85,"GBP","GL-2025-004980"
4981,"2024-01-26",20240126,"OPEX-200","Office Lease & Utilities","Expense","Debit",714.94,"GBP","GL-2025-004981"
4982,"2024-07-21",20240721,"COGS-100","Direct Material Costs","COGS","Debit",1147.04,"GBP","GL-2025-004982"
4983,"2024-02-23",20240223,"OPEX-300","Marketing & Advertising","Expense","Debit",1230.86,"GBP","GL-2025-004983"
4984,"2026-05-14",20260514,"REV-200","Services Revenue","Revenue","Credit",1874.61,"GBP","GL-2025-004984"
4985,"2024-07-02",20240702,"TAX-100","Corporate & VAT Tax","Tax","Debit",4396.34,"GBP","GL-2025-004985"
4986,"2026-05-20",20260520,"TAX-100","Corporate & VAT Tax","Tax","Debit",4000.98,"GBP","GL-2025-004986"
4987,"2024-06-26",20240626,"TAX-100","Corporate & VAT Tax","Tax","Debit",1644.72,"GBP","GL-2025-004987"
4988,"2025-03-13",20250313,"REV-100","Operating Revenue","Revenue","Credit",3203.09,"GBP","GL-2025-004988"
4989,"2026-01-29",20260129,"REV-100","Operating Revenue","Revenue","Credit",501.99,"GBP","GL-2025-004989"
4990,"2024-09-12",20240912,"OPEX-100","Salaries & Payroll","Expense","Debit",2881.98,"GBP","GL-2025-004990"
4991,"2024-05-25",20240525,"REV-200","Services Revenue","Revenue","Credit",4149.29,"GBP","GL-2025-004991"
4992,"2025-08-02",20250802,"OPEX-100","Salaries & Payroll","Expense","Debit",3211.02,"GBP","GL-2025-004992"
4993,"2024-03-27",20240327,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2164.24,"GBP","GL-2025-004993"
4994,"2026-01-26",20260126,"OPEX-300","Marketing & Advertising","Expense","Debit",2108.45,"GBP","GL-2025-004994"
4995,"2025-05-08",20250508,"OPEX-200","Office Lease & Utilities","Expense","Debit",1165.18,"GBP","GL-2025-004995"
4996,"2025-12-10",20251210,"OPEX-200","Office Lease & Utilities","Expense","Debit",3314.39,"GBP","GL-2025-004996"
4997,"2025-10-17",20251017,"OPEX-100","Salaries & Payroll","Expense","Debit",407.84,"GBP","GL-2025-004997"
4998,"2024-12-21",20241221,"REV-200","Services Revenue","Revenue","Credit",4132.6,"GBP","GL-2025-004998"
4999,"2025-10-04",20251004,"COGS-200","Third-Party Infrastructure","COGS","Debit",479.06,"GBP","GL-2025-004999"
5000,"2026-03-30",20260330,"REV-100","Operating Revenue","Revenue","Credit",4179.96,"GBP","GL-2025-005000"
5001,"2026-05-14",20260514,"TAX-100","Corporate & VAT Tax","Tax","Debit",2308.63,"GBP","GL-2025-005001"
5002,"2025-07-05",20250705,"OPEX-100","Salaries & Payroll","Expense","Debit",2073.77,"GBP","GL-2025-005002"
5003,"2026-03-12",20260312,"OPEX-100","Salaries & Payroll","Expense","Debit",4503.85,"GBP","GL-2025-005003"
5004,"2026-01-18",20260118,"OPEX-100","Salaries & Payroll","Expense","Debit",1026.03,"GBP","GL-2025-005004"
5005,"2025-10-06",20251006,"REV-200","Services Revenue","Revenue","Credit",4621.48,"GBP","GL-2025-005005"
5006,"2025-06-08",20250608,"COGS-100","Direct Material Costs","COGS","Debit",2387.23,"GBP","GL-2025-005006"
5007,"2024-09-04",20240904,"COGS-200","Third-Party Infrastructure","COGS","Debit",410,"GBP","GL-2025-005007"
5008,"2025-11-02",20251102,"REV-200","Services Revenue","Revenue","Credit",1008.13,"GBP","GL-2025-005008"
5009,"2026-02-26",20260226,"OPEX-300","Marketing & Advertising","Expense","Debit",5081.67,"GBP","GL-2025-005009"
5010,"2025-08-17",20250817,"OPEX-300","Marketing & Advertising","Expense","Debit",4102.52,"GBP","GL-2025-005010"
5011,"2024-01-01",20240101,"OPEX-200","Office Lease & Utilities","Expense","Debit",4466.74,"GBP","GL-2025-005011"
5012,"2024-07-29",20240729,"COGS-200","Third-Party Infrastructure","COGS","Debit",542.57,"GBP","GL-2025-005012"
5013,"2026-03-24",20260324,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2619.21,"GBP","GL-2025-005013"
5014,"2026-05-12",20260512,"COGS-200","Third-Party Infrastructure","COGS","Debit",3109.34,"GBP","GL-2025-005014"
5015,"2024-05-05",20240505,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3528.34,"GBP","GL-2025-005015"
5016,"2026-06-23",20260623,"TAX-100","Corporate & VAT Tax","Tax","Debit",736.44,"GBP","GL-2025-005016"
5017,"2026-04-26",20260426,"COGS-200","Third-Party Infrastructure","COGS","Debit",3597.46,"GBP","GL-2025-005017"
5018,"2026-04-20",20260420,"TAX-100","Corporate & VAT Tax","Tax","Debit",3917.65,"GBP","GL-2025-005018"
5019,"2025-01-04",20250104,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2984.66,"GBP","GL-2025-005019"
5020,"2025-06-03",20250603,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",536.43,"GBP","GL-2025-005020"
5021,"2025-01-05",20250105,"COGS-100","Direct Material Costs","COGS","Debit",3105.47,"GBP","GL-2025-005021"
5022,"2026-04-12",20260412,"COGS-100","Direct Material Costs","COGS","Debit",4483.86,"GBP","GL-2025-005022"
5023,"2024-10-13",20241013,"OPEX-100","Salaries & Payroll","Expense","Debit",1699.57,"GBP","GL-2025-005023"
5024,"2025-11-06",20251106,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",3655.62,"GBP","GL-2025-005024"
5025,"2026-02-01",20260201,"COGS-200","Third-Party Infrastructure","COGS","Debit",3447.44,"GBP","GL-2025-005025"
5026,"2025-11-30",20251130,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",2032.91,"GBP","GL-2025-005026"
5027,"2026-05-10",20260510,"REV-200","Services Revenue","Revenue","Credit",2860.75,"GBP","GL-2025-005027"
5028,"2024-04-22",20240422,"OPEX-300","Marketing & Advertising","Expense","Debit",3238.95,"GBP","GL-2025-005028"
5029,"2025-10-16",20251016,"REV-200","Services Revenue","Revenue","Credit",119.72,"GBP","GL-2025-005029"
5030,"2024-11-03",20241103,"OPEX-300","Marketing & Advertising","Expense","Debit",161.81,"GBP","GL-2025-005030"
5031,"2024-11-05",20241105,"OPEX-100","Salaries & Payroll","Expense","Debit",3365.39,"GBP","GL-2025-005031"
5032,"2025-12-29",20251229,"REV-100","Operating Revenue","Revenue","Credit",4591.22,"GBP","GL-2025-005032"
5033,"2025-01-22",20250122,"OPEX-100","Salaries & Payroll","Expense","Debit",2552.3,"GBP","GL-2025-005033"
5034,"2024-01-02",20240102,"REV-200","Services Revenue","Revenue","Credit",3363.87,"GBP","GL-2025-005034"
5035,"2024-01-13",20240113,"OPEX-200","Office Lease & Utilities","Expense","Debit",3414.78,"GBP","GL-2025-005035"
5036,"2025-01-17",20250117,"OPEX-200","Office Lease & Utilities","Expense","Debit",198.88,"GBP","GL-2025-005036"
5037,"2024-06-26",20240626,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1260.35,"GBP","GL-2025-005037"
5038,"2026-06-12",20260612,"REV-100","Operating Revenue","Revenue","Credit",1557.02,"GBP","GL-2025-005038"
5039,"2025-01-11",20250111,"REV-200","Services Revenue","Revenue","Credit",3054.07,"GBP","GL-2025-005039"
5040,"2026-03-02",20260302,"REV-100","Operating Revenue","Revenue","Credit",4172.52,"GBP","GL-2025-005040"
5041,"2024-03-25",20240325,"OPEX-400","Software Subscriptions & Cloud","Expense","Debit",1353.41,"GBP","GL-2025-005041"
5042,"2025-02-12",20250212,"OPEX-200","Office Lease & Utilities","Expense","Debit",795.69,"GBP","GL-2025-005042"
