customer_id,customer_code,pseudonymised_name,pseudonymised_email,region,customer_tier,created_at
383,"CUST-00383","Client_Hash_671b7ec2d562895b","usr_926d7e9b18336bdc@anon.sme","London","Gold","2024-01-15 10:00:00"
384,"CUST-00384","Client_Hash_4fa651c4e29786ed","usr_1f49ef7cc705ec5a@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
385,"CUST-00385","Client_Hash_9d1bf980e1eabeaf","usr_7d35e2677eb36c4d@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
386,"CUST-00386","Client_Hash_253a1e9483c1b51f","usr_23a09ef7e10a0ea6@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
387,"CUST-00387","Client_Hash_7fa1102eb4c672d3","usr_1931a9ed01fdb134@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
388,"CUST-00388","Client_Hash_f68c2a102bd147ed","usr_ecb9ab383f93a5d7@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
389,"CUST-00389","Client_Hash_8cd1866543fd65bd","usr_00e8edaf86ce0c78@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
390,"CUST-00390","Client_Hash_6cd24e4ef1c921f9","usr_b6e02abf331f1927@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
391,"CUST-00391","Client_Hash_52fd88820ca7ca7a","usr_7f77e57975612b15@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
392,"CUST-00392","Client_Hash_0721e4934be9a891","usr_51380524329558ea@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
393,"CUST-00393","Client_Hash_6be2e2ccdaa029a8","usr_0ba735ddac6f3fcc@anon.sme","London","Gold","2024-01-15 10:00:00"
394,"CUST-00394","Client_Hash_6ddec37891e7a30c","usr_83b3f190686b3aca@anon.sme","London","Silver","2024-01-15 10:00:00"
395,"CUST-00395","Client_Hash_34cec0993b3abe3d","usr_a51b0b96c4389fdd@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
396,"CUST-00396","Client_Hash_ad2f0144c9e8de2d","usr_03c062df981f68ac@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
397,"CUST-00397","Client_Hash_982f8334803e966e","usr_1e09a093cc2c2ba5@anon.sme","London","Silver","2024-01-15 10:00:00"
398,"CUST-00398","Client_Hash_57e0e2dd6b141067","usr_7eb102a69368ff38@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
399,"CUST-00399","Client_Hash_264fc31bc2ceaf4c","usr_d1a1f49901cb5a02@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
400,"CUST-00400","Client_Hash_4b6254db4ad1038f","usr_aa0d25c3418516c7@anon.sme","Manchester","Standard","2024-01-15 10:00:00"
401,"CUST-00401","Client_Hash_29663d668d05cdda","usr_6e6c53ba039549db@anon.sme","London","Silver","2024-01-15 10:00:00"
402,"CUST-00402","Client_Hash_bfe0f63cae78638d","usr_ff5750e45ac43b26@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
403,"CUST-00403","Client_Hash_ee7a11587fc0f56d","usr_06d4e1b965bd26c5@anon.sme","Manchester","Standard","2024-01-15 10:00:00"
404,"CUST-00404","Client_Hash_8e81f5d3c0d01b91","usr_6b89e6c88c426417@anon.sme","London","Gold","2024-01-15 10:00:00"
405,"CUST-00405","Client_Hash_8b0fb4ccf7ce59f8","usr_ea2064362a28f49d@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
406,"CUST-00406","Client_Hash_6801e8e9af51b8e4","usr_44cd19a36478c820@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
407,"CUST-00407","Client_Hash_8a30b3d31ba65216","usr_ffd335131b765dcd@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
408,"CUST-00408","Client_Hash_ec2ac746c6fa7d92","usr_320017a73cbef4ab@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
409,"CUST-00409","Client_Hash_1251952b2c3de11f","usr_889a3b6e6cf78e89@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
410,"CUST-00410","Client_Hash_955f36e1531e22ed","usr_f6464933f3f13b9b@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
411,"CUST-00411","Client_Hash_f31c66d23bb297bb","usr_9d834bf6831e2c11@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
412,"CUST-00412","Client_Hash_a997ae2c43014d61","usr_02af0f9d4dc33f6f@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
413,"CUST-00413","Client_Hash_c6094d12eed60bdf","usr_d9ccc11575b48b0e@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
414,"CUST-00414","Client_Hash_d740175246c0931b","usr_deda7b370b7d2358@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
415,"CUST-00415","Client_Hash_475c89253a671311","usr_20154c47f77d5f3a@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
416,"CUST-00416","Client_Hash_3a6536d835dc21e7","usr_c70c6ae5259fc1b2@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
417,"CUST-00417","Client_Hash_10a46909bbfa563d","usr_639e932bbc85e1f3@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
418,"CUST-00418","Client_Hash_5c3cffc5f637c7bf","usr_f4e9306dd4edab41@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
419,"CUST-00419","Client_Hash_86f32260e8cb63e4","usr_7c6c7d70faab6aad@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
420,"CUST-00420","Client_Hash_caa0a6ed3a90904b","usr_5a6a4080dbedcb85@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
421,"CUST-00421","Client_Hash_6757486abb7d0930","usr_0f03d806dc3253b0@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
422,"CUST-00422","Client_Hash_b0aa2fe7edaedb98","usr_13286b3ad03d2b8f@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
423,"CUST-00423","Client_Hash_69b0d6f3301bedb9","usr_5b0d34e0142837a3@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
424,"CUST-00424","Client_Hash_253514237cb6c995","usr_d097257c7564f4f6@anon.sme","London","Standard","2024-01-15 10:00:00"
425,"CUST-00425","Client_Hash_e88b9bb14cf597a3","usr_e0a729829ba6ebba@anon.sme","Manchester","Standard","2024-01-15 10:00:00"
426,"CUST-00426","Client_Hash_a48055cf32a26577","usr_66b48b9d8e2c70c0@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
427,"CUST-00427","Client_Hash_fd0d1f78e3adbeaf","usr_9c3641f79998e180@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
428,"CUST-00428","Client_Hash_d81f577ef3a28f25","usr_b04dda66f074513a@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
429,"CUST-00429","Client_Hash_3f5b06713ecbc8a6","usr_e39ee9a2e7da3929@anon.sme","Edinburgh","Silver","2024-01-15 10:00:00"
430,"CUST-00430","Client_Hash_91558ca0bf323ef3","usr_98a9cae7bbe2bd3c@anon.sme","London","Gold","2024-01-15 10:00:00"
431,"CUST-00431","Client_Hash_3dcf3e16f7ed89df","usr_7b95d636397e3d87@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
432,"CUST-00432","Client_Hash_7d7322c0c3337a55","usr_776e52ffe1457be0@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
433,"CUST-00433","Client_Hash_3a99217b1cb884f3","usr_73f39e87ca9b5c8c@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
434,"CUST-00434","Client_Hash_2ca6d8b999cdb6fa","usr_cc3dddb12b0d0a91@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
435,"CUST-00435","Client_Hash_284c09f4ad4eeb9e","usr_00bbcedb6d15db4c@anon.sme","London","Standard","2024-01-15 10:00:00"
436,"CUST-00436","Client_Hash_f1929084578ffbce","usr_b3cd0133fce6503c@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
437,"CUST-00437","Client_Hash_f1fe8575be811825","usr_130329e33f722dfe@anon.sme","London","Silver","2024-01-15 10:00:00"
438,"CUST-00438","Client_Hash_b3716a6617b2619b","usr_3ebbf78a74276e12@anon.sme","London","Platinum","2024-01-15 10:00:00"
439,"CUST-00439","Client_Hash_ff3736196dd8ba83","usr_c63f1c3c531ebb3c@anon.sme","London","Silver","2024-01-15 10:00:00"
440,"CUST-00440","Client_Hash_609ccad7f5a058c4","usr_6cc92184f945bb5c@anon.sme","Manchester","Silver","2024-01-15 10:00:00"
441,"CUST-00441","Client_Hash_b747f2a347bc45ba","usr_6ea46f41e3d8b29c@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
442,"CUST-00442","Client_Hash_cdc47754c8b991ee","usr_0d7a62c053b64afb@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
443,"CUST-00443","Client_Hash_b794c8d6d7dd6519","usr_ed221bd50a48047e@anon.sme","Birmingham","Standard","2024-01-15 10:00:00"
444,"CUST-00444","Client_Hash_c3546d41ff88d3f8","usr_b908f4456c575ac4@anon.sme","Edinburgh","Platinum","2024-01-15 10:00:00"
445,"CUST-00445","Client_Hash_baa9586b16e58436","usr_f9c38ef43d5b7ac9@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
446,"CUST-00446","Client_Hash_e3ece48d12778809","usr_009818f1ea325ad6@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
447,"CUST-00447","Client_Hash_7aed9cb25681700d","usr_e501edc55c248735@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
448,"CUST-00448","Client_Hash_21055cf2f67a8fcb","usr_3df3124e90b075e7@anon.sme","Birmingham","Gold","2024-01-15 10:00:00"
449,"CUST-00449","Client_Hash_765da3df98efdab0","usr_119df6e4e65989fc@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
450,"CUST-00450","Client_Hash_0a53f5e195cef689","usr_d22c763b2aafec54@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
451,"CUST-00451","Client_Hash_d72a576977396bf5","usr_90072abab778bf25@anon.sme","Glasgow","Standard","2024-01-15 10:00:00"
452,"CUST-00452","Client_Hash_997c2546ec7f876f","usr_ea8f8fad06157e12@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
453,"CUST-00453","Client_Hash_59d306276105df4d","usr_f67c8bf74411956c@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
454,"CUST-00454","Client_Hash_c183ec343eb362d1","usr_9c6481c81e8911a9@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
455,"CUST-00455","Client_Hash_ea12885c2ac00101","usr_36564468dae649e9@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
456,"CUST-00456","Client_Hash_ad4025baf4d2ed07","usr_dd07b5b30ac43323@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
457,"CUST-00457","Client_Hash_5660551521083216","usr_9cbe1fb930f931aa@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
458,"CUST-00458","Client_Hash_2dbda22a4de7427d","usr_49c55e9d89c2d4fc@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
459,"CUST-00459","Client_Hash_75b7184723873f7f","usr_1c1bc257b59aa3f4@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
460,"CUST-00460","Client_Hash_439704ed6c9191fd","usr_de984629684396fc@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
461,"CUST-00461","Client_Hash_7f86e500bd064d45","usr_22c892214683602e@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
462,"CUST-00462","Client_Hash_33b2175f474f32c7","usr_902a310ddee09819@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
463,"CUST-00463","Client_Hash_5ce4f7c37e97e9b9","usr_e1d2a97b02bf4b5d@anon.sme","London","Standard","2024-01-15 10:00:00"
464,"CUST-00464","Client_Hash_22b207869e6aa8c7","usr_c71cd3fcbf69802c@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
465,"CUST-00465","Client_Hash_331e014abc07aef1","usr_6aa020f7a69fe2f5@anon.sme","London","Platinum","2024-01-15 10:00:00"
466,"CUST-00466","Client_Hash_50c5c88fb33458de","usr_af15775cbc09c61d@anon.sme","London","Silver","2024-01-15 10:00:00"
467,"CUST-00467","Client_Hash_aa6c1870be0b5fad","usr_3fd84170ecb1b137@anon.sme","London","Platinum","2024-01-15 10:00:00"
468,"CUST-00468","Client_Hash_fe130c2608319e37","usr_e1add21b9396b6ca@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
469,"CUST-00469","Client_Hash_d9883e6010648e2a","usr_b621fdf58924dd53@anon.sme","Birmingham","Silver","2024-01-15 10:00:00"
470,"CUST-00470","Client_Hash_45c65fa10c9c405c","usr_61a535e0c8f038fd@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
471,"CUST-00471","Client_Hash_dca5770b991ef258","usr_754b2d4cc85160a6@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
472,"CUST-00472","Client_Hash_68771b9f58903255","usr_d82e6bd8080c34da@anon.sme","London","Platinum","2024-01-15 10:00:00"
473,"CUST-00473","Client_Hash_375b3b50a7163c90","usr_4bf36da1aa71a9ed@anon.sme","Bristol","Standard","2024-01-15 10:00:00"
474,"CUST-00474","Client_Hash_0edc3350fc28a730","usr_d01f0fe3f3416264@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
475,"CUST-00475","Client_Hash_543264ccc6bebd92","usr_ef3b51a2343974da@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
476,"CUST-00476","Client_Hash_9935767ec8081e36","usr_ad8bd0883dae9e21@anon.sme","Glasgow","Platinum","2024-01-15 10:00:00"
477,"CUST-00477","Client_Hash_6c58fe26644674b1","usr_8585845bac8a115c@anon.sme","Edinburgh","Standard","2024-01-15 10:00:00"
478,"CUST-00478","Client_Hash_d4b15c9111dd9091","usr_eddb730b51e64fee@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
479,"CUST-00479","Client_Hash_cdb073a492e64188","usr_2c7385221414c44e@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
480,"CUST-00480","Client_Hash_3ee18d182ddac5f2","usr_5adcb1c74121fcb4@anon.sme","Leeds","Silver","2024-01-15 10:00:00"
481,"CUST-00481","Client_Hash_b9276c6cd98ba8a4","usr_393d3ebb21414962@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
482,"CUST-00482","Client_Hash_194dc1bcb8c1fb0a","usr_50ceb82bc1b68b89@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
483,"CUST-00483","Client_Hash_24854b56db3b1d9e","usr_dccc1565a85bcadd@anon.sme","Manchester","Platinum","2024-01-15 10:00:00"
484,"CUST-00484","Client_Hash_45e5c3f2816642bb","usr_51d260eafb69f4d1@anon.sme","Manchester","Gold","2024-01-15 10:00:00"
485,"CUST-00485","Client_Hash_e0a86f3636c2dc42","usr_a2bd4a725c7ffb0e@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
486,"CUST-00486","Client_Hash_9a6a3b8b2e340738","usr_6cd9195dc84911d8@anon.sme","Glasgow","Gold","2024-01-15 10:00:00"
487,"CUST-00487","Client_Hash_ecd10e8020210f63","usr_17244b8b1b1c0b84@anon.sme","London","Gold","2024-01-15 10:00:00"
488,"CUST-00488","Client_Hash_8cc575351f062c51","usr_b45c54ee4eb40177@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
489,"CUST-00489","Client_Hash_aafebada28e53c30","usr_c69423d773777ade@anon.sme","Bristol","Silver","2024-01-15 10:00:00"
490,"CUST-00490","Client_Hash_d23b4e73c151c767","usr_ea9cd56115dcbf0e@anon.sme","Bristol","Gold","2024-01-15 10:00:00"
491,"CUST-00491","Client_Hash_5d83612c128306dd","usr_c3f0d221041df8a1@anon.sme","Edinburgh","Gold","2024-01-15 10:00:00"
492,"CUST-00492","Client_Hash_5bddc7164abe6ccc","usr_1b99f0f8bed4fb02@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
493,"CUST-00493","Client_Hash_d2f7964f83c8faa5","usr_1fae5e8892bd2c2d@anon.sme","London","Silver","2024-01-15 10:00:00"
494,"CUST-00494","Client_Hash_0dce5b4148696ff9","usr_a47ca6fbb5f588c7@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
495,"CUST-00495","Client_Hash_c8c20f9be428025b","usr_0364b354427b8348@anon.sme","Glasgow","Silver","2024-01-15 10:00:00"
496,"CUST-00496","Client_Hash_dda6ae9a694e6f86","usr_92784cd76ba7f215@anon.sme","Birmingham","Platinum","2024-01-15 10:00:00"
497,"CUST-00497","Client_Hash_81b4169043ca71d9","usr_d11d568c06ca5c37@anon.sme","Leeds","Gold","2024-01-15 10:00:00"
498,"CUST-00498","Client_Hash_7db4cedb6cd2f922","usr_d1ae54b2eb218657@anon.sme","Leeds","Platinum","2024-01-15 10:00:00"
499,"CUST-00499","Client_Hash_fc8a2d2c8e3ddbbc","usr_81f02b2dff39cc07@anon.sme","Bristol","Platinum","2024-01-15 10:00:00"
500,"CUST-00500","Client_Hash_082b7c1a63203cf7","usr_9f0eabf98618275a@anon.sme","Leeds","Standard","2024-01-15 10:00:00"
